id,case_number,date,block,ucr_code,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,historical_wards,zip_code,community_area,census_tract,ward,boundary,police_district,police_beat
2648,HK251732,03/20/2004 02:35:00 PM,041XX N WHIPPLE ST,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,True,False,1724,17,33.0,16.0,01A,1155309.0,1927425.0,2004,09/19/2022 03:41:05 PM,41.956661532,-87.704434616,"(41.956661532, -87.704434616)",2.0,21538.0,16.0,116.0,20.0,39.0,1.0,13.0
25485,JD374047,09/21/2020 03:32:00 AM,064XX N HAMILTON AVE,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,True,False,2412,24,50.0,2.0,01A,1160802.0,1942743.0,2020,09/19/2022 03:41:05 PM,41.998582381,-87.683813832,"(41.998582381, -87.683813832)",42.0,22528.0,20.0,320.0,27.0,12.0,11.0,46.0
4547,HP354969,05/24/2008 11:21:00 PM,093XX S COLFAX AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,423,4,7.0,48.0,01A,1195133.0,1843637.0,2008,09/19/2022 03:41:05 PM,41.725849118,-87.560803831,"(41.725849118, -87.560803831)",43.0,21202.0,44.0,493.0,37.0,25.0,19.0,238.0
20438,HV307808,05/28/2012 10:35:00 PM,017XX E 68TH ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,332,3,5.0,43.0,01A,1189089.0,1860228.0,2012,09/01/2022 03:42:17 PM,41.771523074,-87.582412624,"(41.771523074, -87.582412624)",32.0,22538.0,39.0,381.0,33.0,24.0,18.0,212.0
24618,JC317994,06/23/2019 04:38:00 AM,073XX S OAKLEY AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,835,8,18.0,66.0,01A,1162343.0,1855910.0,2019,09/19/2022 03:41:05 PM,41.760272856,-87.680574497,"(41.760272856, -87.680574497)",6.0,22257.0,64.0,333.0,30.0,23.0,13.0,226.0
19765,HT141140,01/29/2011 04:21:00 PM,059XX S LAFLIN ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,713,7,15.0,67.0,01A,1167354.0,1865247.0,2011,09/01/2022 03:42:17 PM,41.785788972,-87.661941883,"(41.785788972, -87.661941883)",19.0,22257.0,65.0,277.0,2.0,23.0,17.0,266.0
23167,JA166401,02/25/2017 01:04:00 AM,065XX S DREXEL AVE,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,False,321,3,20.0,42.0,01A,1183349.0,1861877.0,2017,09/19/2022 03:41:05 PM,41.776183684,-87.603401956,"(41.776183684, -87.603401956)",53.0,22260.0,9.0,347.0,4.0,60.0,18.0,206.0
19512,HS425436,07/23/2010 11:30:00 AM,029XX W 81ST ST,110,HOMICIDE,FIRST DEGREE MURDER,PORCH,False,False,835,8,18.0,70.0,01A,1158013.0,1850765.0,2010,09/19/2022 03:41:05 PM,41.746243237,-87.696583715,"(41.746243237, -87.696583715)",6.0,4300.0,69.0,243.0,30.0,8.0,13.0,226.0
21001,HW383387,07/28/2013 10:05:00 PM,076XX S GREENWOOD AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,624,6,8.0,69.0,01A,1184905.0,1854635.0,2013,09/01/2022 03:42:17 PM,41.756274573,-87.597924829,"(41.756274573, -87.597924829)",9.0,21546.0,67.0,497.0,35.0,61.0,20.0,227.0
22179,HY501231,11/14/2015 01:04:00 PM,076XX N MARSHFIELD AVE,110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,False,False,2422,24,49.0,1.0,01A,1163977.0,1950563.0,2015,09/19/2022 03:41:05 PM,42.019973942,-87.671911768,"(42.019973942, -87.671911768)",3.0,21853.0,10.0,340.0,5.0,9.0,11.0,32.0
21529,HX401089,08/25/2014 01:09:00 AM,009XX E 80TH ST,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,True,False,624,6,8.0,44.0,01A,1184063.0,1852160.0,2014,09/01/2022 03:42:17 PM,41.74950263,-87.601087746,"(41.74950263, -87.601087746)",9.0,21546.0,40.0,247.0,35.0,61.0,20.0,227.0
26061,JE288138,07/03/2021 05:05:00 AM,044XX W CERMAK RD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,1012,10,24.0,29.0,01A,1147323.0,1889007.0,2021,09/19/2022 03:41:05 PM,41.851395612,-87.734779046,"(41.851395612, -87.734779046)",14.0,21569.0,30.0,125.0,28.0,57.0,21.0,161.0
639,G011288,01/06/2001 08:54:00 AM,017XX S ASHLAND AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,False,False,1222,12,25.0,31.0,01A,1165996.0,1891724.0,2001,09/19/2022 03:41:05 PM,41.858473695,-87.666167161,"(41.858473695, -87.666167161)",8.0,14920.0,33.0,270.0,26.0,43.0,15.0,150.0
2362,HJ599964,09/01/2003 05:00:00 PM,026XX S KOSTNER AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,True,False,1031,10,22.0,30.0,01A,1147482.0,1886188.0,2003,09/19/2022 03:41:05 PM,41.843656863,-87.734267647,"(41.843656863, -87.734267647)",14.0,21569.0,32.0,205.0,28.0,57.0,21.0,167.0
24226,JB470342,10/10/2018 04:37:00 PM,002XX E 63RD ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,311,3,20.0,40.0,01A,1178919.0,1863293.0,2018,09/01/2022 03:42:17 PM,41.780171366,-87.61959879,"(41.780171366, -87.61959879)",53.0,22260.0,7.0,404.0,4.0,60.0,18.0,251.0
22057,HY397947,08/26/2015 02:07:00 PM,030XX W VAN BUREN ST,110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,True,False,1134,11,28.0,27.0,01A,1155960.0,1898002.0,2015,09/19/2022 03:41:05 PM,41.875909279,-87.702836558,"(41.875909279, -87.702836558)",11.0,21184.0,28.0,737.0,23.0,28.0,16.0,123.0
25766,JE118685,02/08/2021 12:06:00 PM,019XX W 65TH ST,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,False,False,726,7,15.0,67.0,01A,1164603.0,1861560.0,2021,09/19/2022 03:41:05 PM,41.775729869,-87.672132329,"(41.775729869, -87.672132329)",44.0,22257.0,65.0,281.0,3.0,23.0,17.0,205.0
25163,JD253069,06/04/2020 01:53:00 AM,104XX S EGGLESTON AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,2233,22,34.0,49.0,01A,1175131.0,1835628.0,2020,09/19/2022 03:41:05 PM,41.704340531,-87.634309984,"(41.704340531, -87.634309984)",45.0,21861.0,45.0,525.0,22.0,19.0,9.0,258.0
23301,JA272665,05/21/2017 01:53:00 AM,049XX W HUBBARD ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,1532,15,28.0,25.0,01A,1143413.0,1902560.0,2017,09/01/2022 03:42:17 PM,41.888660665,-87.748791115,"(41.888660665, -87.748791115)",11.0,22216.0,26.0,694.0,45.0,32.0,25.0,81.0
3743,HM545029,08/17/2006 08:00:00 AM,029XX N CLYBOURN AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,1913,19,1.0,5.0,01A,1161631.0,1919454.0,2006,09/19/2022 03:41:05 PM,41.934658994,-87.681416075,"(41.934658994, -87.681416075)",24.0,21538.0,46.0,616.0,41.0,39.0,5.0,172.0
21016,HW396716,08/07/2013 12:51:00 AM,033XX W DOUGLAS BLVD,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,True,1021,10,24.0,29.0,01A,1154162.0,1893254.0,2013,09/01/2022 03:42:17 PM,41.862916308,-87.709564878,"(41.862916308, -87.709564878)",36.0,21569.0,30.0,34.0,14.0,57.0,21.0,153.0
25234,JD278523,06/28/2020 12:07:00 AM,031XX S RHODES AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,211,2,4.0,35.0,01A,1180415.0,1884163.0,2020,09/19/2022 03:41:05 PM,41.837406177,-87.613473395,"(41.837406177, -87.613473395)",1.0,21194.0,1.0,581.0,10.0,40.0,24.0,169.0
21993,HY354142,07/24/2015 06:45:00 PM,012XX S KOLIN AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,1011,10,24.0,29.0,01A,1147580.0,1894006.0,2015,09/19/2022 03:41:05 PM,41.865108577,-87.73370765,"(41.865108577, -87.73370765)",36.0,21569.0,30.0,761.0,14.0,57.0,21.0,155.0
23122,JA142966,02/05/2017 10:08:00 PM,047XX S LEAMINGTON AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,814,8,23.0,56.0,01A,1142826.0,1872655.0,2017,09/19/2022 03:41:05 PM,41.806608126,-87.751690647,"(41.806608126, -87.751690647)",35.0,22268.0,53.0,605.0,28.0,7.0,13.0,112.0
19238,HS101859,01/02/2010 09:44:00 PM,057XX S LOOMIS BLVD,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,False,False,713,7,16.0,67.0,01A,1167976.0,1866692.0,2010,09/01/2022 03:42:17 PM,41.789740875,-87.659619818,"(41.789740875, -87.659619818)",19.0,22257.0,65.0,384.0,2.0,23.0,17.0,266.0
21585,HX454255,10/03/2014 09:50:00 PM,106XX S YATES AVE,110,HOMICIDE,FIRST DEGREE MURDER,CHA PARKING LOT,True,False,434,4,10.0,51.0,01A,1194343.0,1834949.0,2014,09/19/2022 03:41:05 PM,41.702027818,-87.563981957,"(41.702027818, -87.563981957)",47.0,21202.0,48.0,174.0,37.0,25.0,19.0,255.0
24361,JB565749,12/24/2018 06:41:00 AM,012XX W LUNT AVE,110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,False,False,2431,24,49.0,1.0,01A,1166472.0,1946646.0,2018,09/01/2022 03:42:17 PM,42.009172369,-87.662843312,"(42.009172369, -87.662843312)",3.0,21853.0,10.0,66.0,5.0,9.0,11.0,37.0
19113,HR570285,10/04/2009 07:26:00 PM,043XX N CLAREMONT AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,1912,19,47.0,5.0,01A,1159922.0,1928805.0,2009,09/19/2022 03:41:05 PM,41.960354177,-87.687437701,"(41.960354177, -87.687437701)",13.0,21538.0,46.0,623.0,18.0,39.0,5.0,10.0
20635,HV489055,09/24/2012 07:24:00 AM,019XX S STATE ST,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,False,131,1,3.0,33.0,01A,1176627.0,1890987.0,2012,09/19/2022 03:41:05 PM,41.856218005,-87.627167159,"(41.856218005, -87.627167159)",12.0,21194.0,34.0,330.0,9.0,40.0,22.0,94.0
3647,HM421271,06/18/2006 03:07:00 PM,003XX N LATROBE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,1523,15,28.0,25.0,01A,1141321.0,1901606.0,2006,09/19/2022 03:41:05 PM,41.886081621,-87.756497369,"(41.886081621, -87.756497369)",11.0,22216.0,26.0,674.0,45.0,32.0,25.0,84.0
1839,HH745761,10/29/2002 01:28:00 PM,033XX W 16TH ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,1021,10,24.0,29.0,01A,1154164.0,1891840.0,2002,09/01/2022 03:42:17 PM,41.859036094,-87.709595247,"(41.859036094, -87.709595247)",36.0,21569.0,30.0,34.0,14.0,57.0,21.0,153.0
24925,JB151275,02/13/2018 11:06:00 PM,006XX W CHICAGO AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,1822,18,27.0,8.0,01A,1172127.0,1905620.0,2018,09/01/2022 03:42:17 PM,41.896472326,-87.643252484,"(41.896472326, -87.643252484)",41.0,14926.0,37.0,108.0,46.0,54.0,14.0,199.0
1083,G556311,09/16/2001 08:15:00 PM,028XX W 21ST ST,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,True,1023,10,12.0,30.0,01A,1157607.0,1889932.0,2001,09/19/2022 03:41:05 PM,41.853731004,-87.697008971,"(41.853731004, -87.697008971)",29.0,21569.0,32.0,203.0,1.0,57.0,21.0,151.0
23938,JB262133,05/13/2018 05:43:00 PM,000XX W CHICAGO AVE,110,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,True,False,1832,18,2.0,8.0,01A,1175959.0,1905721.0,2018,09/19/2022 03:41:05 PM,41.896664035,-87.629175344,"(41.896664035, -87.629175344)",22.0,4446.0,37.0,669.0,11.0,54.0,14.0,72.0
754,G205137,04/11/2001 02:17:00 AM,043XX W MADISON ST,110,HOMICIDE,FIRST DEGREE MURDER,CAR WASH,True,False,1115,11,28.0,26.0,01A,1147416.0,1899660.0,2001,09/19/2022 03:41:05 PM,41.880626967,-87.734164817,"(41.880626967, -87.734164817)",11.0,21572.0,27.0,619.0,23.0,30.0,16.0,100.0
2733,HK406407,06/03/2004 03:55:00 PM,051XX S CALUMET AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,234,2,3.0,40.0,01A,1179363.0,1871074.0,2004,09/19/2022 03:41:05 PM,41.801513039,-87.617733588,"(41.801513039, -87.617733588)",12.0,21192.0,7.0,218.0,9.0,10.0,24.0,125.0
23012,HZ546325,12/09/2016 10:58:00 PM,080XX S EVANS AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,True,True,631,6,6.0,44.0,01A,1182621.0,1851876.0,2016,09/19/2022 03:41:05 PM,41.748756857,-87.606380559,"(41.748756857, -87.606380559)",31.0,21546.0,40.0,11.0,35.0,61.0,20.0,235.0
19826,HT238913,04/07/2011 05:10:00 PM,079XX S LOOMIS BLVD,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,False,False,612,6,21.0,71.0,01A,1168370.0,1852331.0,2011,09/19/2022 03:41:05 PM,41.750323974,-87.658588247,"(41.750323974, -87.658588247)",18.0,21554.0,70.0,558.0,31.0,59.0,20.0,230.0
2916,HK660835,10/02/2004 01:12:00 AM,082XX S VINCENNES AVE,110,HOMICIDE,FIRST DEGREE MURDER,CLUB,True,False,622,6,21.0,44.0,01A,1174608.0,1850348.0,2004,09/19/2022 03:41:05 PM,41.744745858,-87.635788345,"(41.744745858, -87.635788345)",18.0,21554.0,40.0,1.0,13.0,59.0,20.0,236.0
881,G361818,06/21/2001 04:00:00 PM,017XX N TRIPP AVE,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,False,False,2534,25,30.0,23.0,01A,1147781.0,1911314.0,2001,09/01/2022 03:42:17 PM,41.912599788,-87.732524889,"(41.912599788, -87.732524889)",27.0,22615.0,24.0,285.0,49.0,2.0,6.0,194.0
20311,HV197846,03/14/2012 10:31:00 PM,034XX W 64TH ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,823,8,15.0,66.0,01A,1154660.0,1861968.0,2012,09/01/2022 03:42:17 PM,41.777053483,-87.708571834,"(41.777053483, -87.708571834)",44.0,21867.0,64.0,293.0,6.0,58.0,13.0,276.0
22141,HY448756,10/06/2015 06:19:00 PM,053XX S SACRAMENTO AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,False,False,923,9,14.0,63.0,01A,1157283.0,1869099.0,2015,09/01/2022 03:42:17 PM,41.796569265,-87.698762946,"(41.796569265, -87.698762946)",49.0,22248.0,61.0,777.0,8.0,56.0,23.0,120.0
24078,JB359724,07/22/2018 08:28:00 PM,031XX W FULTON BLVD,110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,False,False,1222,12,27.0,27.0,01A,1155483.0,1901838.0,2018,09/19/2022 03:41:05 PM,41.886445247,-87.704484736,"(41.886445247, -87.704484736)",41.0,21184.0,28.0,50.0,46.0,28.0,15.0,77.0
27192,JF474650,11/14/2022 06:49:00 PM,043XX W 16TH ST,110,HOMICIDE,FIRST DEGREE MURDER,PORCH,True,False,1012,10,24.0,29.0,01A,1147852.0,1891694.0,2022,02/22/2023 03:42:50 PM,41.858758946,-87.732768493,"(41.858758946, -87.732768493)",36.0,21569.0,30.0,761.0,14.0,57.0,21.0,109.0
21114,HW483484,10/08/2013 12:05:00 PM,073XX S DORCHESTER AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,324,3,5.0,43.0,01A,1186808.0,1856707.0,2013,09/19/2022 03:41:05 PM,41.761915482,-87.590885285,"(41.761915482, -87.590885285)",32.0,21546.0,39.0,451.0,35.0,61.0,18.0,217.0
2748,HK431718,06/15/2004 07:20:00 AM,050XX W MADISON ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,1533,15,28.0,25.0,01A,1142673.0,1899551.0,2004,09/19/2022 03:41:05 PM,41.880417403,-87.751583614,"(41.880417403, -87.751583614)",11.0,22216.0,26.0,696.0,23.0,32.0,25.0,137.0
27234,JF501659,12/07/2022 03:11:00 PM,079XX S COTTAGE GROVE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,624,6,6.0,44.0,01A,1182930.0,1852635.0,2022,03/28/2023 03:41:16 PM,41.750832464,-87.605224746,"(41.750832464, -87.605224746)",9.0,21546.0,40.0,247.0,35.0,61.0,20.0,227.0
20014,HT445656,08/13/2011 03:57:00 AM,048XX S LAFLIN ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,931,9,20.0,61.0,01A,1167150.0,1872741.0,2011,09/19/2022 03:41:05 PM,41.806357759,-87.662475418,"(41.806357759, -87.662475418)",53.0,14924.0,59.0,677.0,4.0,37.0,23.0,118.0
3472,HM124205,01/14/2006 03:30:00 PM,001XX W 75TH ST,110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,True,False,623,6,6.0,69.0,01A,1176795.0,1855265.0,2006,09/19/2022 03:41:05 PM,41.758189762,-87.627627142,"(41.758189762, -87.627627142)",31.0,21554.0,67.0,495.0,32.0,11.0,17.0,210.0
1776,HH669871,09/24/2002 06:39:00 PM,063XX S TROY ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,823,8,15.0,66.0,01A,1156479.0,1862345.0,2002,09/19/2022 03:41:05 PM,41.77805157,-87.70189321,"(41.77805157, -87.70189321)",44.0,21867.0,64.0,319.0,31.0,58.0,13.0,276.0
1013,G491428,08/18/2001 01:55:00 AM,113XX S CHURCH ST,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,True,False,2212,22,19.0,75.0,01A,1166147.0,1829593.0,2001,09/01/2022 03:42:17 PM,41.687974882,-87.667378872,"(41.687974882, -87.667378872)",33.0,22212.0,74.0,378.0,42.0,13.0,9.0,257.0
26209,JE339430,08/16/2021 07:00:00 PM,089XX S ST LAWRENCE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,633,6,6.0,44.0,01A,1181802.0,1845898.0,2021,09/01/2022 03:42:17 PM,41.732371497,-87.609565878,"(41.732371497, -87.609565878)",31.0,21546.0,40.0,430.0,32.0,61.0,20.0,248.0
1903,HH823921,12/07/2002 03:56:00 PM,052XX W QUINCY ST,110,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,True,True,1522,15,29.0,25.0,01A,1141566.0,1898501.0,2002,09/19/2022 03:41:05 PM,41.87755659,-87.755674411,"(41.87755659, -87.755674411)",52.0,22216.0,26.0,68.0,7.0,32.0,25.0,97.0
22685,HZ384104,08/08/2016 10:32:00 PM,035XX W GRENSHAW ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,1133,11,24.0,29.0,01A,1152998.0,1894831.0,2016,09/01/2022 03:42:17 PM,41.867266901,-87.71379605,"(41.867266901, -87.71379605)",36.0,21572.0,30.0,98.0,14.0,30.0,16.0,141.0
1512,HH403409,05/29/2002 04:35:00 AM,057XX S WABASH AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,233,2,20.0,40.0,01A,1177693.0,1867018.0,2002,09/19/2022 03:41:05 PM,41.790420977,-87.623980798,"(41.790420977, -87.623980798)",53.0,22260.0,7.0,403.0,4.0,60.0,24.0,268.0
4965,HR247290,04/07/2009 04:45:00 AM,014XX N MASON AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,2531,25,29.0,25.0,01A,1136430.0,1908867.0,2009,09/01/2022 03:42:17 PM,41.906095544,-87.774284758,"(41.906095544, -87.774284758)",52.0,4299.0,26.0,565.0,7.0,5.0,6.0,154.0
19870,HT302630,05/19/2011 12:05:00 AM,072XX S CORNELL AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,324,3,5.0,43.0,01A,1188486.0,1857378.0,2011,09/01/2022 03:42:17 PM,41.763716858,-87.584713912,"(41.763716858, -87.584713912)",9.0,22538.0,39.0,452.0,37.0,24.0,18.0,217.0
26435,JE439600,11/09/2021 04:40:00 PM,002XX N CENTRAL AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,1523,15,37.0,25.0,01A,1139003.0,1901091.0,2021,09/19/2022 03:41:05 PM,41.884710837,-87.765022234,"(41.884710837, -87.765022234)",52.0,22216.0,26.0,618.0,7.0,32.0,25.0,85.0
4134,HN436416,06/29/2007 09:03:00 PM,074XX S SANGAMON ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,733,7,17.0,68.0,01A,1171259.0,1855632.0,2007,09/01/2022 03:42:17 PM,41.759319686,-87.647905272,"(41.759319686, -87.647905272)",17.0,21559.0,66.0,512.0,31.0,11.0,17.0,215.0
1145,G614514,10/13/2001 01:44:00 AM,107XX S PERRY AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,513,5,34.0,49.0,01A,1177505.0,1833714.0,2001,09/19/2022 03:41:05 PM,41.699035036,-87.625674408,"(41.699035036, -87.625674408)",45.0,21861.0,45.0,524.0,22.0,19.0,10.0,260.0
4853,HP693847,11/20/2008 07:41:00 PM,052XX S KEDZIE AVE,110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,False,False,822,8,14.0,63.0,01A,1155935.0,1869704.0,2008,09/19/2022 03:41:05 PM,41.798256669,-87.703689977,"(41.798256669, -87.703689977)",49.0,22248.0,61.0,777.0,8.0,56.0,23.0,120.0
3015,HL107444,01/05/2005 04:07:00 AM,095XX S COLFAX AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,False,False,431,4,7.0,51.0,01A,1195168.0,1842391.0,2005,09/19/2022 03:41:05 PM,41.722429119,-87.560716591,"(41.722429119, -87.560716591)",43.0,21202.0,48.0,527.0,47.0,25.0,19.0,249.0
21977,HY338482,07/13/2015 04:58:00 AM,024XX S SAWYER AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,1024,10,22.0,30.0,01A,1155078.0,1887705.0,2015,09/19/2022 03:41:05 PM,41.847670913,-87.706351061,"(41.847670913, -87.706351061)",14.0,21569.0,32.0,291.0,1.0,57.0,21.0,130.0
26508,JE476493,12/13/2021 07:53:00 PM,016XX S KARLOV AVE,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,True,1012,10,24.0,29.0,01A,1149321.0,1891524.0,2021,09/19/2022 03:41:05 PM,41.858264122,-87.727380651,"(41.858264122, -87.727380651)",36.0,21569.0,30.0,753.0,14.0,57.0,21.0,109.0
25816,JE175526,03/21/2021 06:40:00 PM,038XX S MICHIGAN AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,213,2,3.0,35.0,01A,1177828.0,1879596.0,2021,09/19/2022 03:41:05 PM,41.824933076,-87.623104662,"(41.824933076, -87.623104662)",12.0,4301.0,1.0,446.0,9.0,36.0,24.0,102.0
2605,HK197492,02/22/2004 07:36:00 AM,085XX S SEELEY AVE,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,False,False,614,6,18.0,71.0,01A,1164179.0,1847964.0,2004,09/19/2022 03:41:05 PM,41.738429441,-87.674068628,"(41.738429441, -87.674068628)",6.0,21554.0,70.0,532.0,30.0,59.0,20.0,237.0
23817,JB101973,01/12/2018 07:00:00 AM,033XX N MARSHFIELD AVE,110,HOMICIDE,FIRST DEGREE MURDER,YMCA,True,False,1922,19,44.0,6.0,01A,1164729.0,1922247.0,2018,09/19/2022 03:41:05 PM,41.942257928,-87.669951491,"(41.942257928, -87.669951491)",38.0,4449.0,57.0,742.0,18.0,22.0,5.0,19.0
22614,HZ346727,07/12/2016 10:34:00 PM,060XX S CARPENTER ST,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,False,False,712,7,16.0,68.0,01A,1170347.0,1864792.0,2016,09/19/2022 03:41:05 PM,41.784475742,-87.650981367,"(41.784475742, -87.650981367)",19.0,21559.0,66.0,434.0,2.0,11.0,17.0,261.0
25806,JE168295,03/13/2021 10:15:00 PM,041XX W POTOMAC AVE,110,HOMICIDE,FIRST DEGREE MURDER,PORCH,False,False,2534,25,37.0,23.0,01A,1148501.0,1908338.0,2021,09/19/2022 03:41:05 PM,41.904419476,-87.729956677,"(41.904419476, -87.729956677)",4.0,4299.0,24.0,286.0,45.0,5.0,6.0,194.0
24470,JC214156,04/06/2019 04:25:00 PM,017XX W STEUBEN ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,2234,22,34.0,75.0,01A,1166846.0,1829290.0,2019,09/19/2022 03:41:05 PM,41.687128541,-87.664828494,"(41.687128541, -87.664828494)",45.0,22212.0,74.0,378.0,22.0,13.0,9.0,263.0
22337,HY346207,07/04/2015 04:00:00 PM,083XX S DREXEL AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,False,False,632,6,8.0,44.0,01A,1183675.0,1849896.0,2015,09/01/2022 03:42:17 PM,41.743299025,-87.602579976,"(41.743299025, -87.602579976)",9.0,21546.0,40.0,141.0,35.0,61.0,20.0,241.0
20333,HV213173,03/24/2012 08:46:00 PM,133XX S INDIANA AVE,110,HOMICIDE,FIRST DEGREE MURDER,RETAIL STORE,True,False,533,5,9.0,54.0,01A,1179952.0,1816692.0,2012,09/19/2022 03:41:05 PM,41.652268611,-87.617232658,"(41.652268611, -87.617232658)",30.0,4460.0,51.0,10.0,43.0,47.0,10.0,221.0
2427,HJ678090,10/07/2003 05:00:00 PM,051XX S CARPENTER ST,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,False,934,9,16.0,61.0,01A,1170184.0,1870807.0,2003,09/19/2022 03:41:05 PM,41.80098513,-87.651404057,"(41.80098513, -87.651404057)",19.0,14924.0,59.0,791.0,4.0,37.0,23.0,127.0
19127,HR588318,10/15/2009 02:01:00 AM,020XX N MILWAUKEE AVE,110,HOMICIDE,FIRST DEGREE MURDER,TAVERN,False,False,1431,14,1.0,22.0,01A,1159295.0,1913552.0,2009,09/19/2022 03:41:05 PM,41.918511914,-87.690163597,"(41.918511914, -87.690163597)",24.0,22535.0,23.0,294.0,41.0,1.0,7.0,184.0
4038,HN275516,04/15/2007 05:55:00 PM,111XX S MICHIGAN AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,531,5,9.0,49.0,01A,1178795.0,1830961.0,2007,09/19/2022 03:41:05 PM,41.69145123,-87.621034412,"(41.69145123, -87.621034412)",30.0,21861.0,45.0,253.0,43.0,19.0,10.0,265.0
3489,HM154020,01/31/2006 09:00:00 PM,011XX N KEELER AVE,110,HOMICIDE,FIRST DEGREE MURDER,GARAGE,True,False,1111,11,37.0,23.0,01A,1148166.0,1907481.0,2006,09/19/2022 03:41:05 PM,41.902074239,-87.731209331,"(41.902074239, -87.731209331)",4.0,4299.0,24.0,99.0,45.0,5.0,16.0,68.0
2167,HJ374726,05/20/2003 06:35:00 AM,119XX S LA SALLE ST,110,HOMICIDE,FIRST DEGREE MURDER,YARD,True,False,522,5,9.0,53.0,01A,1177407.0,1825794.0,2003,09/19/2022 03:41:05 PM,41.67730359,-87.626271257,"(41.67730359, -87.626271257)",30.0,21861.0,50.0,60.0,43.0,19.0,10.0,267.0
